AWB,HAWB,Flight_Number,ULD_Number,Origin,Destination,Booking_Date,SHC,Weight_kg,Length_cm,Width_cm,Height_cm,Preferred_ULD,Nature_Of_Goods,PCS,Temp_Required,Priority,Courier_Return,Completed,Consignee_Name
176-21989814,HWB866260,SV925,,MAA,DXB,2026-04-13,COL,139.65,231,116,45,"RAP,RKN",Temperature Goods,48,Yes,Medium,True,False,SKY LOGISTICS
176-85603667,HWB108886,SV724,,AMS,SIN,2026-04-17,BIG,4968.23,177,120,403,PMC,Industrial Equipment,45,No,Low,True,True,SEAFOOD EXPRESS
176-23484199,HWB246814,SV870,,MAA,CDG,2026-04-03,BIG,3589.55,78,42,8089,PMC,Industrial Equipment,45,No,Medium,False,True,FAST CARGO
176-90531692,HWB856211,SV722,,SIN,SYD,2026-04-20,PER,357.85,177,65,172,"RAP,PMC",Milk Products,4,Yes,Low,False,True,FAST CARGO
176-42123815,HWB618927,SV495,,MAA,SIN,2026-04-26,EAT,335.05,78,177,353,"PMC,RAP",Snacks,82,No,Low,True,True,LUXURY EXPORTS
176-66487347,HWB483162,SV659,,AMS,SIN,2026-04-19,PER,152.79,114,169,230,"RAP,PMC",Frozen Meat,99,Yes,High,True,True,QATAR PHARMA
176-63415303,HWB631219,SV393,,AMS,FRA,2026-05-01,GEN,254.96,127,73,1003,"AKE,PMC",Textiles,99,No,Medium,False,False,GLOBAL FOODS
176-21220209,HWB424960,SV180,,FRA,SIN,2026-04-09,BIG,2914.54,149,57,2401,PMC,Oversized Machinery,69,No,Medium,False,True,EMIRATES MEDICAL
176-17772004,HWB356355,SV188,,LHR,DXB,2026-04-08,COL,231.25,122,134,236,"RAP,RKN",Temperature Goods,79,Yes,Low,True,False,SKY LOGISTICS
176-31989243,HWB620526,SV455,,FRA,CDG,2026-04-01,GEN,62.03,132,80,211,"AKE,PMC",Textiles,34,No,High,False,True,EMIRATES MEDICAL
176-54964418,HWB946313,SV539,,SIN,CDG,2026-04-01,EAT,631.85,172,179,182,"PMC,RAP",Packed Food,34,No,Low,True,False,WORLD FREIGHT
176-32398441,HWB485548,SV261,,SIN,SYD,2026-04-19,DGR,212.06,240,117,97,PMC,Chemicals,74,No,Low,True,True,QATAR PHARMA
176-73319171,HWB481657,SV492,,DXB,SIN,2026-04-02,GEN,865.75,216,175,29,"AKE,PMC",General Cargo,71,No,Low,False,True,LUXURY EXPORTS
176-20453825,HWB699298,SV481,,MAA,CDG,2026-04-09,GEN,445.44,62,116,1040,"AKE,PMC",Textiles,7,No,High,True,True,SEAFOOD EXPRESS
176-51701149,HWB443199,SV188,,FRA,JFK,2026-04-25,GEN,883.14,229,66,581,"AKE,PMC",General Cargo,48,No,High,False,False,FAST CARGO
176-36229153,HWB868043,SV659,,DOH,SYD,2026-04-25,PIL,142.07,94,107,291,"RAP,RKN,ALF",Medicines,20,Yes,High,False,True,FAST CARGO
176-11287794,HWB451291,SV101,,DOH,FRA,2026-04-29,VAL,17.97,89,67,73,AKE,Jewelry,95,No,Low,False,True,FAST CARGO
176-18038980,HWB249289,SV828,,SIN,DXB,2026-05-01,DGR,492.4,250,79,121,PMC,Chemicals,30,No,Low,False,False,WORLD FREIGHT
176-95525640,HWB959793,SV503,,MAA,CDG,2026-04-05,EAT,150.94,129,112,108,"PMC,RAP",Dry Foods,8,No,Medium,True,True,EMIRATES MEDICAL
176-53788744,HWB433507,SV563,,SIN,SIN,2026-04-13,GEN,858.37,214,93,468,"AKE,PMC",General Cargo,26,No,High,True,True,GLOBAL FOODS
176-81930575,HWB475691,SV888,,DXB,JFK,2026-04-04,GEN,477.09,243,127,124,"AKE,PMC",Retail Goods,60,No,Medium,True,True,SKY LOGISTICS
176-15412975,HWB325465,SV955,,DOH,LHR,2026-04-20,COL,191.26,112,107,259,"RAP,RKN",Cool Cargo,12,Yes,Low,True,False,SEAFOOD EXPRESS
176-33336132,HWB132591,SV514,,DOH,JFK,2026-04-27,DGR,72.03,189,165,59,PMC,Chemicals,13,No,Medium,True,True,GLOBAL FOODS
176-27544302,HWB307757,SV943,,LHR,LHR,2026-04-08,GEN,108.59,124,53,1221,"AKE,PMC",Textiles,81,No,Low,True,False,GLOBAL FOODS
176-69516344,HWB948611,SV231,,MAA,SYD,2026-04-21,GEN,997.3,83,148,226,"AKE,PMC",Retail Goods,16,No,High,False,True,SKY LOGISTICS
176-13957046,HWB501320,SV799,,LHR,SIN,2026-04-16,AVI,97.97,130,51,696,AKE,Birds,28,No,High,False,False,WORLD FREIGHT
176-96876236,HWB409440,SV610,,LHR,CDG,2026-04-08,GEN,82.92,60,125,876,"AKE,PMC",Retail Goods,8,No,High,False,False,SKY LOGISTICS
176-43440045,HWB761393,SV921,,FRA,SYD,2026-04-17,PIL,99.86,93,107,272,"RAP,RKN,ALF",Medicines,49,Yes,Low,False,False,WORLD FREIGHT
176-46297263,HWB288550,SV126,,SIN,CDG,2026-04-13,PER,465.07,101,153,194,"RAP,PMC",Food Items,4,Yes,Medium,True,False,LUXURY EXPORTS
176-23439803,HWB359896,SV772,,DXB,LHR,2026-04-06,HEA,187.6,201,149,82,"PMC,PAG",Human Remains,98,No,High,False,False,SKY LOGISTICS
176-58155056,HWB720298,SV128,,AMS,FRA,2026-04-24,GEN,274.72,203,42,452,"AKE,PMC",Retail Goods,73,No,Low,True,True,WORLD FREIGHT
176-17538738,HWB343923,SV716,,DXB,DXB,2026-04-03,VAL,16.14,88,59,57,AKE,Luxury Watches,62,No,High,False,True,SKY LOGISTICS
176-53431355,HWB162448,SV122,,DXB,CDG,2026-04-28,PER,386.78,236,78,254,"RAP,PMC",Milk Products,19,Yes,High,False,True,LUXURY EXPORTS
176-55172462,HWB416423,SV430,,DXB,SIN,2026-04-04,MAG,285.48,199,49,152,PMC,Magnetized Equipment,82,No,Medium,False,True,LUXURY EXPORTS
176-51181116,HWB869649,SV805,,SIN,SIN,2026-04-13,GEN,682.26,154,77,702,"AKE,PMC",General Cargo,94,No,High,False,True,SKY LOGISTICS
176-39648058,HWB770718,SV679,,MAA,JFK,2026-04-20,AVI,77.28,170,72,411,AKE,Dogs,43,No,Low,True,True,LUXURY EXPORTS
176-99929175,HWB770147,SV846,,SIN,JFK,2026-04-03,PER,167.15,70,118,549,"RAP,PMC",Food Items,34,Yes,High,True,True,LUXURY EXPORTS
176-61799600,HWB559507,SV850,,LHR,SIN,2026-04-02,GEN,797.67,153,50,977,"AKE,PMC",Retail Goods,64,No,Medium,False,False,GLOBAL FOODS
176-40277201,HWB270557,SV562,,MAA,SYD,2026-04-25,DGR,404.93,151,93,220,PMC,Chemicals,38,No,High,False,False,GLOBAL FOODS
176-20066654,HWB673619,SV195,,SIN,CDG,2026-04-06,GEN,374.72,234,103,372,"AKE,PMC",Textiles,62,No,Low,True,False,SKY LOGISTICS
176-54438762,HWB315535,SV294,,LHR,FRA,2026-04-04,AVI,180.16,230,66,117,AKE,Pets,93,No,Low,False,False,EMIRATES MEDICAL
176-75893962,HWB261050,SV155,,SIN,DXB,2026-04-18,GEN,141.12,150,144,210,"AKE,PMC",Retail Goods,12,No,Medium,False,True,GLOBAL FOODS
176-73561576,HWB984756,SV218,,SIN,SYD,2026-04-03,GEN,246.61,218,79,391,"AKE,PMC",Retail Goods,61,No,Medium,False,True,SEAFOOD EXPRESS
176-69830944,HWB146784,SV369,,LHR,JFK,2026-04-06,GEN,402.47,120,81,455,"AKE,PMC",Retail Goods,29,No,Medium,True,True,GLOBAL FOODS
176-89151743,HWB338564,SV666,,MAA,SYD,2026-04-14,GEN,684.73,105,145,543,"AKE,PMC",Retail Goods,67,No,Medium,False,True,WORLD FREIGHT
176-14661179,HWB626491,SV684,,FRA,SYD,2026-04-23,PER,131.58,66,85,821,"RAP,PMC",Milk Products,87,Yes,Low,True,True,WORLD FREIGHT
176-35867257,HWB232315,SV143,,LHR,DXB,2026-04-07,GEN,951.61,248,125,80,"AKE,PMC",Textiles,56,No,High,True,False,LUXURY EXPORTS
176-84673939,HWB516656,SV665,,SIN,SYD,2026-04-13,EAT,648.5,165,103,82,"PMC,RAP",Snacks,67,No,Medium,True,False,GLOBAL FOODS
176-23449152,HWB210766,SV676,,DOH,DXB,2026-04-19,PIL,87.41,128,80,187,"RAP,RKN,ALF",Vaccines,69,Yes,Medium,False,False,SEAFOOD EXPRESS
176-33112256,HWB388792,SV512,,DXB,CDG,2026-04-02,BIG,2685.13,239,67,1262,PMC,Industrial Equipment,5,No,Medium,False,True,QATAR PHARMA
176-12715612,HWB454278,SV937,,DOH,LHR,2026-04-12,EAT,385.13,157,49,339,"PMC,RAP",Snacks,36,No,Medium,True,True,SKY LOGISTICS
176-53066216,HWB382507,SV846,,LHR,CDG,2026-04-27,PER,489.69,180,96,160,"RAP,PMC",Milk Products,12,Yes,High,False,True,SEAFOOD EXPRESS
176-17543817,HWB640299,SV910,,DXB,DXB,2026-04-12,EAT,390.68,111,157,235,"PMC,RAP",Snacks,91,No,Low,False,True,QATAR PHARMA
176-17734634,HWB361609,SV133,,LHR,DXB,2026-04-27,GEN,233.13,149,118,483,"AKE,PMC",Retail Goods,91,No,High,False,False,WORLD FREIGHT
176-14102122,HWB353690,SV481,,LHR,CDG,2026-04-22,DGR,228.62,118,97,406,PMC,Lithium Batteries,23,No,Medium,False,False,SKY LOGISTICS
176-13684342,HWB505343,SV150,,DXB,SYD,2026-04-10,GEN,761.51,66,89,1225,"AKE,PMC",Textiles,100,No,High,True,True,FAST CARGO
176-11194267,HWB597126,SV235,,AMS,SIN,2026-04-28,GEN,669.01,162,124,279,"AKE,PMC",Textiles,2,No,High,False,False,EMIRATES MEDICAL
176-43822694,HWB328808,SV577,,SIN,FRA,2026-04-15,PIL,273.87,131,57,352,"RAP,RKN,ALF",Pharma,80,Yes,Medium,True,True,LUXURY EXPORTS
176-24509544,HWB605139,SV165,,SIN,LHR,2026-04-10,VAL,32.72,131,129,20,AKE,Luxury Watches,42,No,Medium,False,False,FAST CARGO
176-90535106,HWB523727,SV776,,SIN,FRA,2026-04-02,GEN,541.43,224,170,82,"AKE,PMC",General Cargo,93,No,High,False,False,EMIRATES MEDICAL
176-86778235,HWB955653,SV294,,SIN,FRA,2026-04-19,PIL,151.15,162,177,81,"RAP,RKN,ALF",Pharma,29,Yes,Low,False,False,EMIRATES MEDICAL
176-49431028,HWB202344,SV582,,DXB,FRA,2026-04-06,GEN,848.61,144,47,1313,"AKE,PMC",Retail Goods,93,No,Low,True,False,GLOBAL FOODS
176-66434872,HWB926372,SV439,,SIN,LHR,2026-04-10,GEN,387.52,89,106,816,"AKE,PMC",Textiles,38,No,Medium,True,False,QATAR PHARMA
176-73380252,HWB303993,SV612,,MAA,SYD,2026-04-03,BIG,3126.09,105,107,2546,PMC,Industrial Equipment,68,No,Medium,False,True,SKY LOGISTICS
176-71414198,HWB250181,SV423,,DOH,FRA,2026-04-19,GEN,992.73,69,67,882,"AKE,PMC",General Cargo,100,No,High,False,False,SKY LOGISTICS
176-38102825,HWB898169,SV892,,DXB,CDG,2026-04-09,PER,353.8,212,151,31,"RAP,PMC",Food Items,63,Yes,High,True,False,SEAFOOD EXPRESS
176-15063406,HWB659711,SV304,,AMS,LHR,2026-04-01,PIL,157.26,148,120,95,"RAP,RKN,ALF",Medicines,42,Yes,Low,True,True,QATAR PHARMA
176-56217844,HWB427252,SV232,,MAA,JFK,2026-04-29,BIG,3801.21,171,170,366,PMC,Industrial Equipment,22,No,High,True,False,EMIRATES MEDICAL
176-68205561,HWB820141,SV237,,SIN,JFK,2026-04-11,PIL,231.96,89,138,162,"RAP,RKN,ALF",Vaccines,97,Yes,High,True,False,QATAR PHARMA
176-12941149,HWB718337,SV616,,DXB,DXB,2026-04-07,GEN,263.11,207,88,541,"AKE,PMC",Retail Goods,92,No,Low,True,False,EMIRATES MEDICAL
176-98848098,HWB213365,SV769,,DOH,DXB,2026-04-02,HEA,180.21,125,51,329,"PMC,PAG",Human Remains,89,No,High,False,False,SEAFOOD EXPRESS
176-37581060,HWB828961,SV802,,AMS,DXB,2026-04-05,GEN,569.92,241,151,144,"AKE,PMC",Retail Goods,54,No,Low,True,False,SKY LOGISTICS
176-92906016,HWB223453,SV389,,MAA,SYD,2026-04-24,PIL,257.66,60,173,73,"RAP,RKN,ALF",Medicines,64,Yes,High,True,False,FAST CARGO
176-83569939,HWB620465,SV312,,AMS,JFK,2026-04-02,PER,381.37,197,90,122,"RAP,PMC",Frozen Meat,31,Yes,High,True,True,GLOBAL FOODS
176-78679929,HWB178693,SV840,,AMS,DXB,2026-04-03,AVI,140.42,153,150,76,AKE,Birds,83,No,High,False,False,EMIRATES MEDICAL
176-15294153,HWB993647,SV397,,SIN,SYD,2026-04-28,PIL,62.52,77,124,264,"RAP,RKN,ALF",Pharma,41,Yes,Medium,True,True,QATAR PHARMA
176-54112109,HWB474894,SV548,,FRA,LHR,2026-04-06,GEN,859.4,219,120,265,"AKE,PMC",Textiles,12,No,Medium,False,True,GLOBAL FOODS
176-61769856,HWB823415,SV971,,LHR,SYD,2026-04-27,PIL,150.06,229,71,100,"RAP,RKN,ALF",Vaccines,84,Yes,High,True,True,QATAR PHARMA
176-86362294,HWB811346,SV548,,DXB,CDG,2026-04-16,GEN,148.53,244,116,325,"AKE,PMC",Retail Goods,100,No,Medium,True,True,WORLD FREIGHT
176-18500820,HWB374320,SV770,,SIN,DXB,2026-04-02,DGR,100.82,189,119,104,PMC,Chemicals,86,No,Medium,True,False,FAST CARGO
176-29952062,HWB979789,SV946,,FRA,CDG,2026-04-13,DGR,205.59,230,144,106,PMC,Chemicals,2,No,Low,True,False,WORLD FREIGHT
176-54411953,HWB391668,SV151,,FRA,SIN,2026-04-08,GEN,121.12,143,143,265,"AKE,PMC",Textiles,83,No,Medium,False,True,GLOBAL FOODS
176-76901651,HWB568784,SV423,,MAA,JFK,2026-04-03,PIL,161.05,238,115,70,"RAP,RKN,ALF",Pharma,84,Yes,High,True,False,SEAFOOD EXPRESS
176-91094790,HWB749137,SV752,,SIN,CDG,2026-04-03,GEN,579.27,201,72,69,"AKE,PMC",Textiles,27,No,Low,False,False,LUXURY EXPORTS
176-85182173,HWB904694,SV734,,FRA,JFK,2026-04-11,GEN,825.76,109,147,536,"AKE,PMC",Textiles,85,No,Medium,False,True,GLOBAL FOODS
176-95048563,HWB938769,SV398,,FRA,CDG,2026-04-12,EAT,495.35,230,137,32,"PMC,RAP",Snacks,90,No,High,True,True,WORLD FREIGHT
176-24356130,HWB366641,SV725,,DXB,SIN,2026-04-14,GEN,830.75,233,84,392,"AKE,PMC",General Cargo,51,No,High,False,True,LUXURY EXPORTS
176-89028889,HWB229204,SV890,,LHR,JFK,2026-04-21,GEN,769.29,217,117,55,"AKE,PMC",Textiles,76,No,Low,True,False,QATAR PHARMA
176-88533572,HWB606390,SV620,,DOH,SIN,2026-04-14,DGR,381.3,163,180,101,PMC,Chemicals,94,No,High,True,False,LUXURY EXPORTS
176-43318046,HWB386886,SV507,,SIN,LHR,2026-04-20,DGR,446.63,60,117,339,PMC,Lithium Batteries,18,No,High,False,False,LUXURY EXPORTS
176-36962876,HWB319899,SV739,,AMS,LHR,2026-04-07,MAG,234.2,133,93,151,PMC,Magnetized Equipment,87,No,High,True,False,GLOBAL FOODS
176-99544328,HWB844618,SV527,,AMS,FRA,2026-04-19,EAT,311.34,170,122,187,"PMC,RAP",Dry Foods,37,No,Medium,True,True,QATAR PHARMA
176-45833216,HWB886626,SV904,,DXB,LHR,2026-04-07,PER,158.13,179,153,134,"RAP,PMC",Milk Products,33,Yes,High,True,False,FAST CARGO
176-23754633,HWB746036,SV988,,AMS,FRA,2026-04-15,EAT,424.7,173,94,193,"PMC,RAP",Dry Foods,29,No,Low,False,True,EMIRATES MEDICAL
176-65910573,HWB926394,SV801,,SIN,CDG,2026-04-13,COL,299.35,190,161,123,"RAP,RKN",Cool Cargo,2,Yes,Low,False,True,WORLD FREIGHT
176-59357377,HWB891787,SV702,,FRA,FRA,2026-04-21,GEN,915.91,248,83,356,"AKE,PMC",Textiles,26,No,Low,True,False,WORLD FREIGHT
176-33326387,HWB870786,SV626,,MAA,JFK,2026-05-01,GEN,984.28,228,61,120,"AKE,PMC",General Cargo,55,No,Medium,False,True,SKY LOGISTICS
176-30777669,HWB141880,SV257,,SIN,CDG,2026-04-15,AVI,172.28,132,171,45,AKE,Dogs,100,No,Low,False,False,LUXURY EXPORTS
176-34678492,HWB645895,SV169,,DOH,CDG,2026-04-08,GEN,794.83,229,125,134,"AKE,PMC",General Cargo,54,No,Low,False,True,LUXURY EXPORTS
176-58425464,HWB407835,SV323,,DOH,CDG,2026-04-11,GEN,889.23,83,100,839,"AKE,PMC",Textiles,61,No,Low,True,True,LUXURY EXPORTS
176-93366885,HWB355671,SV140,,AMS,LHR,2026-04-30,PIL,110.09,232,119,76,"RAP,RKN,ALF",Vaccines,15,Yes,Medium,False,False,QATAR PHARMA
176-78281335,HWB567200,SV598,,MAA,LHR,2026-04-26,DGR,419.95,117,90,207,PMC,Chemicals,42,No,Low,True,True,SKY LOGISTICS
176-38290610,HWB802897,SV744,,DOH,SIN,2026-04-03,HEA,180.7,97,46,450,"PMC,PAG",Coffins,14,No,High,False,True,SKY LOGISTICS
176-19831184,HWB156904,SV282,,DOH,LHR,2026-04-03,GEN,486.26,71,102,550,"AKE,PMC",Textiles,10,No,Low,True,False,SEAFOOD EXPRESS
176-12267067,HWB508422,SV789,,MAA,CDG,2026-04-11,PER,280.45,181,58,249,"RAP,PMC",Food Items,83,Yes,Low,True,True,GLOBAL FOODS
176-50446607,HWB736030,SV188,,SIN,SYD,2026-04-26,PER,471.22,176,146,55,"RAP,PMC",Frozen Meat,49,Yes,Medium,True,False,SKY LOGISTICS
176-83245898,HWB409307,SV749,,DXB,LHR,2026-04-26,VAL,11.77,221,89,20,AKE,Luxury Watches,94,No,Low,False,True,SKY LOGISTICS
176-82095327,HWB674122,SV187,,SIN,SIN,2026-04-13,GEN,89.68,243,138,183,"AKE,PMC",Textiles,95,No,Low,False,True,SEAFOOD EXPRESS
176-39633659,HWB746850,SV954,,SIN,SIN,2026-04-06,BIG,4331.56,186,142,324,PMC,Oversized Machinery,24,No,Low,True,False,GLOBAL FOODS
176-87926229,HWB610856,SV438,,SIN,SIN,2026-04-07,PER,368.67,122,77,212,"RAP,PMC",Milk Products,84,Yes,High,True,False,GLOBAL FOODS
176-98506156,HWB420523,SV810,,FRA,SIN,2026-04-20,GEN,351.9,227,41,543,"AKE,PMC",Textiles,73,No,Medium,False,False,SKY LOGISTICS
176-96011893,HWB557309,SV383,,DOH,LHR,2026-04-23,GEN,347.55,87,148,626,"AKE,PMC",General Cargo,87,No,Low,False,False,WORLD FREIGHT
176-24607269,HWB284308,SV761,,FRA,DXB,2026-04-18,PIL,139.69,116,85,127,"RAP,RKN,ALF",Vaccines,18,Yes,Low,True,False,GLOBAL FOODS
176-94775473,HWB132709,SV932,,FRA,CDG,2026-04-17,EAT,145.24,238,172,27,"PMC,RAP",Snacks,99,No,Low,True,True,EMIRATES MEDICAL
176-29949181,HWB483588,SV501,,DXB,SYD,2026-04-21,VAL,44.81,178,52,34,AKE,Luxury Watches,94,No,Medium,True,False,GLOBAL FOODS
176-92414513,HWB817395,SV269,,DOH,CDG,2026-04-08,PIL,140.97,202,103,25,"RAP,RKN,ALF",Medicines,58,Yes,High,True,True,WORLD FREIGHT
176-18437082,HWB377198,SV478,,DXB,DXB,2026-04-08,PER,116.17,91,156,285,"RAP,PMC",Milk Products,27,Yes,Low,False,False,WORLD FREIGHT
176-53496088,HWB208239,SV820,,FRA,FRA,2026-04-21,PIL,270.39,94,158,40,"RAP,RKN,ALF",Vaccines,95,Yes,Medium,True,False,SEAFOOD EXPRESS
176-79345320,HWB363807,SV485,,DXB,CDG,2026-04-03,PER,335.07,230,175,114,"RAP,PMC",Frozen Meat,46,Yes,Medium,False,False,QATAR PHARMA
176-20346606,HWB639535,SV758,,SIN,SIN,2026-04-08,DGR,446.92,203,121,100,PMC,Chemicals,24,No,High,False,True,FAST CARGO
176-74265413,HWB602290,SV315,,FRA,SIN,2026-04-16,PIL,252.79,173,169,78,"RAP,RKN,ALF",Pharma,53,Yes,High,True,True,SKY LOGISTICS
176-15260108,HWB700067,SV250,,MAA,SIN,2026-04-17,AVI,126.62,169,180,54,AKE,Birds,24,No,Low,False,True,EMIRATES MEDICAL
176-74648438,HWB278852,SV324,,DOH,JFK,2026-04-16,GEN,255.76,174,80,464,"AKE,PMC",Textiles,19,No,Low,True,False,SKY LOGISTICS
176-89268452,HWB172187,SV335,,LHR,JFK,2026-04-20,MAG,221.4,250,161,69,PMC,Magnetized Equipment,14,No,High,True,False,SKY LOGISTICS
176-90505645,HWB140932,SV998,,DOH,CDG,2026-04-20,AVI,37.33,175,106,182,AKE,Pets,97,No,High,True,False,SKY LOGISTICS
176-97138408,HWB552457,SV634,,LHR,LHR,2026-05-01,AVI,117.07,123,110,74,AKE,Dogs,90,No,Low,False,True,WORLD FREIGHT
176-87325627,HWB202463,SV535,,DXB,LHR,2026-04-24,HEA,157.19,193,164,100,"PMC,PAG",Coffins,99,No,High,True,False,SEAFOOD EXPRESS
176-10954835,HWB706063,SV635,,MAA,CDG,2026-04-26,GEN,229.57,220,101,332,"AKE,PMC",General Cargo,49,No,Low,True,False,SEAFOOD EXPRESS
176-44042008,HWB373995,SV975,,FRA,JFK,2026-04-19,PER,142.63,130,152,136,"RAP,PMC",Milk Products,47,Yes,Low,False,False,FAST CARGO
176-59689143,HWB686252,SV668,,LHR,LHR,2026-04-06,PIL,188.03,79,113,211,"RAP,RKN,ALF",Vaccines,74,Yes,Medium,False,True,GLOBAL FOODS
176-31715773,HWB205149,SV319,,FRA,JFK,2026-05-01,EAT,237.86,120,109,435,"PMC,RAP",Snacks,71,No,Low,True,True,SEAFOOD EXPRESS
176-73306295,HWB729402,SV545,,MAA,DXB,2026-04-05,BIG,523.81,145,121,414,PMC,Industrial Equipment,29,No,Medium,True,True,SEAFOOD EXPRESS
176-90191410,HWB160254,SV892,,DOH,SIN,2026-04-23,PIL,203.49,198,60,151,"RAP,RKN,ALF",Pharma,64,Yes,Medium,True,True,EMIRATES MEDICAL
176-41094351,HWB745073,SV273,,AMS,DXB,2026-04-17,GEN,81.93,95,78,863,"AKE,PMC",Retail Goods,31,No,Low,True,True,GLOBAL FOODS
176-64418707,HWB714549,SV305,,FRA,DXB,2026-04-13,PER,411.87,119,138,146,"RAP,PMC",Milk Products,91,Yes,High,True,False,LUXURY EXPORTS
176-36108729,HWB576849,SV513,,FRA,DXB,2026-04-20,PER,485.32,237,79,112,"RAP,PMC",Frozen Meat,23,Yes,Medium,True,True,EMIRATES MEDICAL
176-44587020,HWB664032,SV932,,DOH,CDG,2026-05-01,PER,478.81,240,94,186,"RAP,PMC",Frozen Meat,89,Yes,Medium,False,False,FAST CARGO
176-71836850,HWB715332,SV982,,MAA,JFK,2026-04-22,EAT,303.8,76,146,509,"PMC,RAP",Packed Food,34,No,High,False,True,FAST CARGO
176-11305024,HWB834861,SV952,,SIN,SIN,2026-04-18,PER,264.97,164,124,118,"RAP,PMC",Frozen Meat,12,Yes,Medium,False,True,SKY LOGISTICS
176-46114740,HWB291663,SV864,,AMS,SIN,2026-04-19,DGR,191.24,198,159,47,PMC,Lithium Batteries,95,No,High,True,True,EMIRATES MEDICAL
176-93026670,HWB473321,SV259,,DOH,DXB,2026-04-27,GEN,267.75,166,55,932,"AKE,PMC",General Cargo,11,No,Low,False,True,QATAR PHARMA
176-87110685,HWB388078,SV602,,DXB,SYD,2026-04-29,DGR,217.04,112,147,116,PMC,Lithium Batteries,51,No,High,True,True,SEAFOOD EXPRESS
176-62843790,HWB819678,SV894,,DXB,JFK,2026-04-12,DGR,472.84,159,45,90,PMC,Chemicals,90,No,Low,False,False,QATAR PHARMA
176-53679307,HWB479167,SV727,,DOH,LHR,2026-04-04,GEN,690.4,207,137,155,"AKE,PMC",General Cargo,71,No,Medium,True,False,WORLD FREIGHT
176-38257191,HWB539450,SV817,,DOH,LHR,2026-04-14,BIG,2043.93,182,41,1286,PMC,Industrial Equipment,52,No,Medium,False,True,SKY LOGISTICS
176-46231955,HWB943146,SV341,,FRA,JFK,2026-04-24,AVI,143.48,150,116,291,AKE,Birds,26,No,High,True,False,QATAR PHARMA
176-94644676,HWB642121,SV646,,AMS,LHR,2026-04-29,GEN,450.44,159,147,94,"AKE,PMC",Retail Goods,39,No,Medium,True,False,GLOBAL FOODS
176-73960038,HWB979725,SV744,,MAA,JFK,2026-04-09,COL,149.0,197,179,46,"RAP,RKN",Temperature Goods,34,Yes,Medium,False,False,LUXURY EXPORTS
176-91279039,HWB308622,SV690,,FRA,FRA,2026-04-22,GEN,441.17,214,96,202,"AKE,PMC",Textiles,69,No,High,False,False,LUXURY EXPORTS
176-20523679,HWB499581,SV728,,SIN,JFK,2026-04-15,COL,253.13,184,96,187,"RAP,RKN",Cool Cargo,22,Yes,Low,False,False,SEAFOOD EXPRESS
176-52530677,HWB784733,SV398,,AMS,LHR,2026-04-11,GEN,125.16,129,151,209,"AKE,PMC",Textiles,83,No,Medium,False,False,LUXURY EXPORTS
176-32457056,HWB292818,SV974,,MAA,SIN,2026-04-14,EAT,452.15,184,47,785,"PMC,RAP",Dry Foods,31,No,Low,False,True,FAST CARGO
176-73509922,HWB675074,SV155,,MAA,SYD,2026-04-30,GEN,427.19,159,126,92,"AKE,PMC",Retail Goods,68,No,High,True,False,SKY LOGISTICS
176-40783635,HWB359414,SV855,,SIN,JFK,2026-04-10,GEN,672.09,231,143,271,"AKE,PMC",Textiles,17,No,High,True,True,QATAR PHARMA
176-73908407,HWB589887,SV991,,FRA,LHR,2026-04-28,BIG,2105.79,245,82,1387,PMC,Industrial Equipment,18,No,Low,True,False,SEAFOOD EXPRESS
176-56596140,HWB605048,SV652,,DXB,SYD,2026-04-30,DGR,337.9,179,72,225,PMC,Chemicals,57,No,Medium,False,False,EMIRATES MEDICAL
176-28293937,HWB460589,SV393,,LHR,CDG,2026-04-27,GEN,338.39,219,176,25,"AKE,PMC",General Cargo,89,No,Medium,False,False,QATAR PHARMA
176-10968781,HWB674842,SV482,,DXB,JFK,2026-04-08,HEA,164.57,66,140,280,"PMC,PAG",Coffins,51,No,High,True,False,SEAFOOD EXPRESS
176-79338228,HWB901676,SV919,,FRA,SYD,2026-04-08,GEN,299.83,211,46,494,"AKE,PMC",Textiles,88,No,Medium,False,False,SEAFOOD EXPRESS
176-24811778,HWB767830,SV566,,FRA,JFK,2026-04-10,GEN,860.81,81,149,218,"AKE,PMC",Retail Goods,90,No,Low,False,True,LUXURY EXPORTS
176-34956121,HWB207241,SV388,,SIN,SIN,2026-04-01,GEN,194.54,94,158,655,"AKE,PMC",Textiles,57,No,Low,True,True,GLOBAL FOODS
176-51819114,HWB923892,SV918,,LHR,LHR,2026-04-14,GEN,63.99,106,52,535,"AKE,PMC",Retail Goods,90,No,High,False,True,SKY LOGISTICS
176-73102032,HWB290425,SV296,,DOH,LHR,2026-04-18,GEN,303.18,126,137,262,"AKE,PMC",Retail Goods,2,No,High,True,False,WORLD FREIGHT
176-22611138,HWB646453,SV781,,DXB,JFK,2026-04-15,GEN,750.74,143,94,96,"AKE,PMC",Retail Goods,88,No,Medium,False,True,QATAR PHARMA
176-74589542,HWB769536,SV405,,DXB,LHR,2026-04-09,EAT,662.45,176,123,190,"PMC,RAP",Packed Food,86,No,High,True,True,SEAFOOD EXPRESS
176-26059096,HWB515035,SV908,,DXB,DXB,2026-04-19,PER,106.03,146,137,208,"RAP,PMC",Food Items,75,Yes,Low,False,True,LUXURY EXPORTS
